Time	UE Id	DistanceX	DistanceY
55.4	2	-161.728	-24.3269
55.5	0	-98.0944	-41.1739
55.5	1	-141.931	-33.6436
55.5	2	-161.955	-24.1606
55.6	0	-98.2313	-41.3723
55.6	1	-142.014	-33.4151
55.6	2	-162.161	-23.8843
55.7	0	-98.3682	-41.5708
55.7	1	-142.097	-33.1865
55.7	2	-162.357	-23.5475
55.8	0	-98.2681	-41.3206
55.8	1	-141.793	-33.309
55.8	2	-162.559	-23.2171
55.9	0	-98.1547	-41.045
55.9	1	-141.467	-33.4517
55.9	2	-162.838	-22.9625
56	0	-98.0412	-40.7694
56	1	-141.236	-33.5612
56	2	-163.117	-22.7079
56.1	0	-97.8538	-40.6986
56.1	1	-141.607	-33.4591
56.1	2	-163.263	-22.4267
56.2	0	-97.6154	-40.7695
56.2	1	-141.978	-33.3571
56.2	2	-163.234	-22.1104
56.3	0	-97.3769	-40.8403
56.3	1	-142.189	-33.5128
56.3	2	-163.204	-21.7941
56.4	0	-97.1385	-40.9111
56.4	1	-142.261	-33.8897
56.4	2	-163.2	-21.6346
56.5	0	-96.8542	-40.8891
56.5	1	-142.334	-34.2666
56.5	2	-163.262	-21.8728
56.6	0	-96.5354	-40.7973
56.6	1	-142.483	-34.0389
56.6	2	-163.324	-22.111
56.7	0	-96.2167	-40.7055
56.7	1	-142.638	-33.7677
56.7	2	-163.386	-22.3492
56.8	0	-96.2042	-40.597
56.8	1	-142.793	-33.4965
56.8	2	-163.469	-22.4879
56.9	0	-96.436	-40.4751
56.9	1	-142.885	-33.7073
56.9	2	-163.626	-22.2738
57	0	-96.6677	-40.3533
57	1	-142.952	-34.094
57	2	-163.784	-22.0598
57.1	0	-96.8995	-40.2315
57.1	1	-143.032	-34.3814
57.1	2	-163.941	-21.8457
57.2	0	-97.1558	-40.2896
57.2	1	-143.168	-34.2331
57.2	2	-164.118	-21.5911
57.3	0	-97.4208	-40.4119
57.3	1	-143.304	-34.0848
57.3	2	-164.317	-21.2881
57.4	0	-97.6858	-40.5341
57.4	1	-143.44	-33.9365
57.4	2	-164.517	-20.9851
57.5	0	-97.7914	-40.5983
57.5	1	-143.575	-33.7882
57.5	2	-164.347	-21.0203
57.6	0	-97.5434	-40.5339
57.6	1	-143.701	-33.6163
57.6	2	-164.019	-21.2002
57.7	0	-97.2955	-40.4695
57.7	1	-143.786	-33.356
57.7	2	-163.702	-21.381
57.8	0	-97.0475	-40.4051
57.8	1	-143.872	-33.0957
57.8	2	-163.76	-21.5958
57.9	0	-96.7844	-40.3414
57.9	1	-143.957	-32.8354
57.9	2	-163.818	-21.8107
58	0	-96.499	-40.2788
58	1	-143.796	-32.7486
58	2	-163.875	-22.0255
58.1	0	-96.2137	-40.2162
58.1	1	-143.442	-32.7971
58.1	2	-163.933	-22.2403
58.2	0	-95.9284	-40.1536
58.2	1	-143.088	-32.8456
58.2	2	-164.095	-22.4549
58.3	0	-96.214	-40.0168
58.3	1	-143.156	-33.0049
58.3	2	-164.348	-22.6693
58.4	0	-96.509	-39.8788
58.4	1	-143.356	-33.1986
58.4	2	-164.601	-22.8837
58.5	0	-96.8039	-39.7409
58.5	1	-143.555	-33.3923
58.5	2	-164.548	-22.9626
58.6	0	-97.007	-39.5969
58.6	1	-143.721	-33.499
58.6	2	-164.208	-22.9139
58.7	0	-97.2014	-39.4523
58.7	1	-143.719	-33.1681
58.7	2	-163.867	-22.8652
58.8	0	-97.3957	-39.3077
58.8	1	-143.717	-32.8372
58.8	2	-163.807	-23.0256
58.9	0	-97.59	-39.1631
58.9	1	-143.699	-32.5823
58.9	2	-163.928	-23.3217
59	0	-97.4174	-39.2956
59	1	-143.592	-32.7797
59	2	-164.05	-23.6178
59.1	0	-97.1439	-39.5043
59.1	1	-143.485	-32.9771
59.1	2	-163.964	-23.7535
59.2	0	-96.8704	-39.713
59.2	1	-143.377	-33.1746
59.2	2	-163.653	-23.717
59.3	0	-96.6572	-39.4603
59.3	1	-143.27	-33.372
59.3	2	-163.343	-23.6805
59.4	0	-96.4525	-39.1432
59.4	1	-143.097	-33.254
59.4	2	-163.095	-23.5595
59.5	0	-96.3457	-38.9357
59.5	1	-142.895	-32.9973
59.5	2	-163.006	-23.2204
59.6	0	-96.5702	-39.099
59.6	1	-142.693	-32.7407
59.6	2	-162.918	-22.8813
59.7	0	-96.7948	-39.2623
59.7	1	-142.616	-32.4951
59.7	2	-162.964	-22.6659
59.8	0	-97.0193	-39.4255
59.8	1	-142.61	-32.2561
59.8	2	-163.194	-22.6172
59.9	0	-97.1637	-39.324
59.9	1	-142.605	-32.0171
59.9	2	-163.423	-22.5684
