DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.642786	64	2	3	1	1	1	1	0	1717	24	0	19.4947	0	0
DL	0.642804	64	2	3	2	1	1	2	0	1946	26	0	23.5171	0	0
DL	0.642821	64	2	3	3	1	1	3	0	1946	26	0	21.7442	0	0
UL	0.650786	65	0	3	1	1	1	1	0	1831	25	0	19.4961 	0	0
UL	0.650804	65	0	3	2	1	1	2	0	2038	27	0	23.6194 	0	0
DL	0.652786	65	2	3	1	1	1	1	0	1717	24	0	19.6608	0	0
DL	0.652804	65	2	3	2	1	1	2	0	1946	26	0	23.5753	0	0
DL	0.652821	65	2	3	3	1	1	3	0	1946	26	0	21.3358	0	0
UL	0.660786	66	0	3	1	1	1	1	0	1831	25	0	19.5335 	0	0
UL	0.660804	66	0	3	2	1	1	2	0	2038	27	0	23.7453 	0	0
DL	0.662786	66	2	3	1	1	1	1	0	1717	24	0	19.6163	0	0
DL	0.662804	66	2	3	2	1	1	2	0	1946	26	0	23.5764	0	0
DL	0.662821	66	2	3	3	1	1	3	0	1946	26	0	21.3682	0	0
UL	0.670786	67	0	3	1	1	1	1	0	1831	25	0	19.721 	0	0
UL	0.670804	67	0	3	2	1	1	2	0	2038	27	0	23.5742 	0	0
DL	0.672786	67	2	3	1	1	1	1	0	1717	24	0	19.7247	0	0
DL	0.672804	67	2	3	2	1	1	2	0	1946	26	0	23.5824	0	0
DL	0.672821	67	2	3	3	1	1	3	0	1946	26	0	21.2214	0	0
UL	0.680786	68	0	3	1	1	1	1	0	1831	25	0	19.6701 	0	0
UL	0.680804	68	0	3	2	1	1	2	0	2038	27	0	23.5788 	0	0
DL	0.682786	68	2	3	1	1	1	1	0	1717	24	0	19.7294	0	0
DL	0.682804	68	2	3	2	1	1	2	0	1946	26	0	23.5701	0	0
DL	0.682821	68	2	3	3	1	1	3	0	1946	26	0	20.9073	0	0
UL	0.690786	69	0	3	1	1	1	1	0	1831	25	0	19.7256 	0	0
UL	0.690804	69	0	3	2	1	1	2	0	2038	27	0	23.894 	0	0
DL	0.692786	69	2	3	1	1	1	1	0	1717	24	0	19.6682	0	0
DL	0.692804	69	2	3	2	1	1	2	0	1946	26	0	23.7756	0	0
DL	0.692821	69	2	3	3	1	1	3	0	1946	26	0	21.1673	0	0
UL	0.700786	70	0	3	1	1	1	1	0	1831	25	0	19.5947 	0	0
UL	0.700804	70	0	3	2	1	1	2	0	2038	27	0	23.6413 	0	0
DL	0.702786	70	2	3	1	1	1	1	0	1717	24	0	19.6437	0	0
DL	0.702804	70	2	3	2	1	1	2	0	1946	26	0	23.5698	0	0
DL	0.702821	70	2	3	3	1	1	3	0	1946	26	0	21.2494	0	0
UL	0.710786	71	0	3	1	1	1	1	0	1831	25	0	19.58 	0	0
UL	0.710804	71	0	3	2	1	1	2	0	2038	27	0	23.7322 	0	0
DL	0.712786	71	2	3	1	1	1	1	0	1717	24	0	19.6918	0	0
DL	0.712804	71	2	3	2	1	1	2	0	1946	26	0	23.7837	0	0
DL	0.712821	71	2	3	3	1	1	3	0	1946	26	0	21.0535	0	0
UL	0.720786	72	0	3	1	1	1	1	0	1831	25	0	19.9419 	0	0
UL	0.720804	72	0	3	2	1	1	2	0	2038	27	0	23.9323 	0	0
DL	0.722786	72	2	3	1	1	1	1	0	1717	24	0	20.0011	0	0
DL	0.722804	72	2	3	2	1	1	2	0	1946	26	0	23.8144	0	0
DL	0.722821	72	2	3	3	1	1	3	0	1946	26	0	20.9415	0	0
UL	0.730786	73	0	3	1	1	1	1	0	1946	26	0	19.9596 	0	0.00638976
UL	0.730804	73	0	3	2	1	1	2	0	2038	27	0	23.596 	0	0
DL	0.732786	73	2	3	1	1	1	1	0	1946	26	0	20.0762	0	0.00638976
DL	0.732804	73	2	3	2	1	1	2	0	1946	26	0	23.6282	0	0
DL	0.732821	73	2	3	3	1	1	3	0	1946	26	0	20.8118	0	0
UL	0.740786	74	0	3	1	1	1	1	0	1946	26	0	20.1096 	0	0.00638976
UL	0.740804	74	0	3	2	1	1	2	0	2038	27	0	23.7658 	0	0
DL	0.742786	74	2	3	1	1	1	1	0	1946	26	0	20.0695	0	0.00638976
DL	0.742804	74	2	3	2	1	1	2	0	1946	26	0	23.7167	0	0
DL	0.742821	74	2	3	3	1	1	3	0	1946	26	0	21.0452	0	0
UL	0.750786	75	0	3	1	1	1	1	0	1946	26	0	20.1904 	0	0.00638976
UL	0.750804	75	0	3	2	1	1	2	0	2038	27	0	23.7775 	0	0
DL	0.752786	75	2	3	1	1	1	1	0	1946	26	0	20.2324	0	0.00638976
DL	0.752804	75	2	3	2	1	1	2	0	1946	26	0	23.6994	0	0
DL	0.752821	75	2	3	3	1	1	3	0	1946	26	0	21.0452	0	0
UL	0.760786	76	0	3	1	1	1	1	0	1946	26	0	20.2333 	0	0.00638976
UL	0.760804	76	0	3	2	1	1	2	0	2038	27	0	23.732 	0	0
DL	0.762786	76	2	3	1	1	1	1	0	1946	26	0	20.2045	0	0.00638976
DL	0.762804	76	2	3	2	1	1	2	0	1946	26	0	23.6694	0	0
DL	0.762821	76	2	3	3	1	1	3	0	1946	26	0	21.3298	0	0
UL	0.770786	77	0	3	1	1	1	1	0	1946	26	0	20.1853 	0	0.00638976
UL	0.770804	77	0	3	2	1	1	2	0	2038	27	0	23.6991 	0	0
DL	0.772786	77	2	3	1	1	1	1	0	1946	26	0	20.1271	0	0.00638976
DL	0.772804	77	2	3	2	1	1	2	0	1946	26	0	23.5065	0	0
DL	0.772821	77	2	3	3	1	1	3	0	1946	26	0	21.324	0	0
UL	0.780786	78	0	3	1	1	1	1	0	1946	26	0	20.0638 	0	0.00638976
UL	0.780804	78	0	3	2	1	1	2	0	2038	27	0	23.5383 	0	0
DL	0.782786	78	2	3	1	1	1	1	0	1946	26	0	20.1297	0	0.00638976
DL	0.782804	78	2	3	2	1	1	2	0	1946	26	0	23.4733	0	0
DL	0.782821	78	2	3	3	1	1	3	0	1946	26	0	21.3188	0	0
UL	0.790786	79	0	3	1	1	1	1	0	1946	26	0	20.5099 	0	0.00638976
UL	0.790804	79	0	3	2	1	1	2	0	2038	27	0	23.6734 	0	0
DL	0.792786	79	2	3	1	1	1	1	0	1946	26	0	20.4331	0	0.00638976
DL	0.792804	79	2	3	2	1	1	2	0	1946	26	0	23.481	0	0
DL	0.792821	79	2	3	3	1	1	3	0	1946	26	0	21.2502	0	0
UL	0.800786	80	0	3	1	1	1	1	0	1946	26	0	20.1786 	0	0.00638976
UL	0.800804	80	0	3	2	1	1	2	0	2038	27	0	23.6071 	0	0
DL	0.802786	80	2	3	1	1	1	1	0	1946	26	0	20.1678	0	0.00638976
DL	0.802804	80	2	3	2	1	1	2	0	1946	26	0	23.5662	0	0
DL	0.802821	80	2	3	3	1	1	3	0	1946	26	0	21.284	0	0
UL	0.810786	81	0	3	1	1	1	1	0	1946	26	0	20.2621 	0	0.00638976
UL	0.810804	81	0	3	2	1	1	2	0	2038	27	0	23.574 	0	0
DL	0.812786	81	2	3	1	1	1	1	0	1946	26	0	20.3223	0	0.00638976
DL	0.812804	81	2	3	2	1	1	2	0	1946	26	0	23.5248	0	0
DL	0.812821	81	2	3	3	1	1	3	0	1946	26	0	20.9646	0	0
UL	0.820786	82	0	3	1	1	1	1	0	1946	26	0	20.2432 	0	0.00638976
UL	0.820804	82	0	3	2	1	1	2	0	2038	27	0	23.7595 	0	0
DL	0.822786	82	2	3	1	1	1	1	0	1946	26	0	20.1478	0	0.00638976
DL	0.822804	82	2	3	2	1	1	2	0	1946	26	0	23.5379	0	0
DL	0.822821	82	2	3	3	1	1	3	0	1946	26	0	20.9026	0	0
UL	0.830786	83	0	3	1	1	1	1	0	1946	26	0	20.2544 	0	0.00638976
UL	0.830804	83	0	3	2	1	1	2	0	2038	27	0	23.4827 	0	0
DL	0.832786	83	2	3	1	1	1	1	0	1946	26	0	20.1298	0	0.00638976
DL	0.832804	83	2	3	2	1	1	2	0	1946	26	0	23.4714	0	0
DL	0.832821	83	2	3	3	1	1	3	0	1946	26	0	21.028	0	0
UL	0.840786	84	0	3	1	1	1	1	0	1946	26	0	19.9938 	0	0.00638976
UL	0.840804	84	0	3	2	1	1	2	0	2038	27	0	23.4815 	0	0
DL	0.842786	84	2	3	1	1	1	1	0	1946	26	0	19.7373	0	0.354857
DL	0.842804	84	2	3	2	1	1	2	0	1946	26	0	23.4707	0	0
DL	0.842821	84	2	3	3	1	1	3	0	1946	26	0	20.8337	0	0
UL	0.850786	85	0	3	1	1	1	1	0	1946	26	0	19.7 	0	0.354857
UL	0.850804	85	0	3	2	1	1	2	0	2038	27	0	23.6545 	0	0
DL	0.852786	85	2	3	1	1	1	1	0	1717	24	0	19.7154	0	0
DL	0.852804	85	2	3	2	1	1	2	0	1946	26	0	23.5158	0	0
DL	0.852821	85	2	3	3	1	1	3	0	1946	26	0	20.4809	0	0.00638976
UL	0.860786	86	0	3	1	1	1	1	0	1831	25	0	20.075 	0	0
UL	0.860804	86	0	3	2	1	1	2	0	2038	27	0	23.4067 	0	0
DL	0.862786	86	2	3	1	1	1	1	0	1717	24	0	20.1236	0	0
DL	0.862804	86	2	3	2	1	1	2	0	1946	26	0	23.3521	0	0
DL	0.862821	86	2	3	3	1	1	3	0	1946	26	0	20.5138	0	0.00638976
UL	0.870786	87	0	3	1	1	1	1	0	1946	26	0	20.029 	0	0.00638976
UL	0.870804	87	0	3	2	1	1	2	0	2038	27	0	23.5378 	0	0
DL	0.872786	87	2	3	1	1	1	1	0	1946	26	0	20.1349	0	0.00638976
DL	0.872804	87	2	3	2	1	1	2	0	1946	26	0	23.3198	0	0
DL	0.872821	87	2	3	3	1	1	3	0	1946	26	0	20.661	0	0
UL	0.880786	88	0	3	1	1	1	1	0	1946	26	0	19.9715 	0	0.00638976
UL	0.880804	88	0	3	2	1	1	2	0	2038	27	0	23.3911 	0	0
DL	0.882786	88	2	3	1	1	1	1	0	1946	26	0	20.0583	0	0.00638976
DL	0.882804	88	2	3	2	1	1	2	0	1946	26	0	23.487	0	0
DL	0.882821	88	2	3	3	1	1	3	0	1946	26	0	20.9445	0	0
UL	0.890786	89	0	3	1	1	1	1	0	1946	26	0	20.0263 	0	0.00638976
UL	0.890804	89	0	3	2	1	1	2	0	2038	27	0	23.5139 	0	0
DL	0.892786	89	2	3	1	1	1	1	0	1946	26	0	20.1074	0	0.00638976
DL	0.892804	89	2	3	2	1	1	2	0	1946	26	0	23.489	0	0
DL	0.892821	89	2	3	3	1	1	3	0	1946	26	0	21.0391	0	0
UL	0.900786	90	0	3	1	1	1	1	0	1946	26	0	19.9852 	0	0.00638976
UL	0.900804	90	0	3	2	1	1	2	0	2038	27	0	23.586 	0	0
DL	0.902786	90	2	3	1	1	1	1	0	1946	26	0	19.891	0	0.354857
DL	0.902804	90	2	3	2	1	1	2	0	1946	26	0	23.4948	0	0
DL	0.902821	90	2	3	3	1	1	3	0	1946	26	0	21.1644	0	0
UL	0.910786	91	0	3	1	1	1	1	0	1946	26	0	19.804 	1	0.354857
UL	0.910804	91	0	3	2	1	1	2	0	2038	27	0	23.3734 	0	0
UL	0.911536	91	1	2	1	1	1	1	0	1946	26	1	19.8743 	0	0
DL	0.912786	91	2	3	1	1	1	1	0	1717	24	0	20.0253	0	0
DL	0.912804	91	2	3	2	1	1	2	0	1946	26	0	23.4912	0	0
DL	0.912821	91	2	3	3	1	1	3	0	1946	26	0	21.3399	0	0
UL	0.920786	92	0	3	1	1	1	1	0	1831	25	0	20.2494 	0	0
UL	0.920804	92	0	3	2	1	1	2	0	2038	27	0	23.5481 	0	0
DL	0.922786	92	2	3	1	1	1	1	0	1946	26	0	20.3361	0	0.00638976
DL	0.922804	92	2	3	2	1	1	2	0	1946	26	0	23.5609	0	0
DL	0.922821	92	2	3	3	1	1	3	0	1946	26	0	21.5229	0	0
UL	0.930786	93	0	3	1	1	1	1	0	1946	26	0	20.4139 	0	0.00638976
UL	0.930804	93	0	3	2	1	1	2	0	2038	27	0	23.7504 	0	0
DL	0.932786	93	2	3	1	1	1	1	0	1946	26	0	20.3516	0	0.00638976
DL	0.932804	93	2	3	2	1	1	2	0	1946	26	0	23.7653	0	0
DL	0.932821	93	2	3	3	1	1	3	0	1946	26	0	21.7137	0	0
UL	0.940786	94	0	3	1	1	1	1	0	1946	26	0	20.3502 	0	0.00638976
UL	0.940804	94	0	3	2	1	1	2	0	2038	27	0	23.8964 	0	0
DL	0.942786	94	2	3	1	1	1	1	0	1946	26	0	20.463	0	0.00638976
DL	0.942804	94	2	3	2	1	1	2	0	1946	26	0	23.8977	0	0
DL	0.942821	94	2	3	3	1	1	3	0	1946	26	0	21.7747	0	0
UL	0.950786	95	0	3	1	1	1	1	0	1946	26	0	20.4526 	0	0.00638976
UL	0.950804	95	0	3	2	1	1	2	0	2038	27	0	24.0157 	0	0
DL	0.952786	95	2	3	1	1	1	1	0	1946	26	0	20.5043	0	0.00638976
DL	0.952804	95	2	3	2	1	1	2	0	1946	26	0	24.0024	0	0
DL	0.952821	95	2	3	3	1	1	3	0	1946	26	0	21.798	0	0
UL	0.960786	96	0	3	1	1	1	1	0	1946	26	0	20.5345 	0	0.00638976
UL	0.960804	96	0	3	2	1	1	2	0	2126	28	0	23.877 	0	0.0184849
DL	0.962786	96	2	3	1	1	1	1	0	1946	26	0	20.5725	0	0.00638976
DL	0.962804	96	2	3	2	1	1	2	0	2126	28	0	23.8505	0	0.0184849
DL	0.962821	96	2	3	3	1	1	3	0	1946	26	0	21.6781	0	0
UL	0.970786	97	0	3	1	1	1	1	0	1946	26	0	20.7295 	0	0
UL	0.970804	97	0	3	2	1	1	2	0	2038	27	0	23.989 	0	0
DL	0.972786	97	2	3	1	1	1	1	0	1946	26	0	20.7198	0	0
DL	0.972804	97	2	3	2	1	1	2	0	1946	26	0	24.1212	0	0
DL	0.972821	97	2	3	3	1	1	3	0	1946	26	0	21.3554	0	0
UL	0.980786	98	0	3	1	1	1	1	0	1946	26	0	20.8231 	0	0
UL	0.980804	98	0	3	2	1	1	2	0	2126	28	0	24.2599 	0	0.00598801
DL	0.982786	98	2	3	1	1	1	1	0	1946	26	0	20.8827	0	0
DL	0.982804	98	2	3	2	1	1	2	0	2126	28	0	24.3373	0	0.00598801
DL	0.982821	98	2	3	3	1	1	3	0	1946	26	0	21.3948	0	0
UL	0.990786	99	0	3	1	1	1	1	0	1946	26	0	21.0589 	0	0
UL	0.990804	99	0	3	2	1	1	2	0	2126	28	0	24.2089 	0	0.00598801
DL	0.992786	99	2	3	1	1	1	1	0	1946	26	0	20.9685	0	0
DL	0.992804	99	2	3	2	1	1	2	0	2126	28	0	24.2327	0	0.00598801
DL	0.992821	99	2	3	3	1	1	3	0	1946	26	0	21.1406	0	0
UL	1.00079	100	0	3	1	1	1	1	0	2038	27	0	20.9385 	0	0.005991
UL	1.0008	100	0	3	2	1	1	2	0	2126	28	0	24.2229 	0	0.00598801
DL	1.00279	100	2	3	1	1	1	1	0	1946	26	0	20.8955	0	0
DL	1.0028	100	2	3	2	1	1	2	0	2126	28	0	24.102	0	0.00598801
DL	1.00282	100	2	3	3	1	1	3	0	1946	26	0	20.7771	0	0
UL	1.01079	101	0	3	1	1	1	1	0	2038	27	0	20.636 	1	0.498128
UL	1.0108	101	0	3	2	1	1	2	0	2126	28	0	24.1947 	0	0.00598801
UL	1.01154	101	1	2	1	1	1	1	0	2038	27	1	20.6766 	0	0
DL	1.01279	101	2	3	1	1	1	1	0	1946	26	0	20.6482	0	0
DL	1.0128	101	2	3	2	1	1	2	0	2126	28	0	24.1679	0	0.00598801
DL	1.01282	101	2	3	3	1	1	3	0	1946	26	0	20.738	0	0
UL	1.02079	102	0	3	1	1	1	1	0	1946	26	0	20.4778 	0	0.00638976
UL	1.0208	102	0	3	2	1	1	2	0	2126	28	0	24.2741 	0	0.00598801
DL	1.02279	102	2	3	1	1	1	1	0	1946	26	0	20.4356	0	0.00638976
DL	1.0228	102	2	3	2	1	1	2	0	2126	28	0	24.2897	0	0.00598801
DL	1.02282	102	2	3	3	1	1	3	0	1946	26	0	20.5268	0	0.00638976
UL	1.03079	103	0	3	1	1	1	1	0	1946	26	0	20.3636 	0	0.00638976
UL	1.0308	103	0	3	2	1	1	2	0	2126	28	0	24.3857 	0	0.00598801
DL	1.03279	103	2	3	1	1	1	1	0	1946	26	0	20.2826	0	0.00638976
DL	1.0328	103	2	3	2	1	1	2	0	2126	28	0	24.389	0	0.00598801
DL	1.03282	103	2	3	3	1	1	3	0	1946	26	0	20.6681	0	0
UL	1.04079	104	0	3	1	1	1	1	0	1946	26	0	20.3975 	0	0.00638976
UL	1.0408	104	0	3	2	1	1	2	0	2126	28	0	24.6038 	0	0.00539029
DL	1.04279	104	2	3	1	1	1	1	0	1946	26	0	20.5028	0	0.00638976
DL	1.0428	104	2	3	2	1	1	2	0	2126	28	0	24.4658	0	0.00539029
DL	1.04282	104	2	3	3	1	1	3	0	1946	26	0	20.7916	0	0
UL	1.05079	105	0	3	1	1	1	1	0	1946	26	0	20.6255 	0	0
UL	1.0508	105	0	3	2	1	1	2	0	2126	28	0	24.505 	0	0.00539029
DL	1.05279	105	2	3	1	1	1	1	0	1946	26	0	20.6558	0	0
DL	1.0528	105	2	3	2	1	1	2	0	2126	28	0	24.488	0	0.00539029
DL	1.05282	105	2	3	3	1	1	3	0	1946	26	0	20.5709	0	0.00638976
UL	1.06079	106	0	3	1	1	1	1	0	1946	26	0	20.5949 	0	0.00638976
UL	1.0608	106	0	3	2	1	1	2	0	2126	28	0	24.4619 	0	0.00539029
DL	1.06279	106	2	3	1	1	1	1	0	1946	26	0	20.554	0	0.00638976
DL	1.0628	106	2	3	2	1	1	2	0	2126	28	0	24.4584	0	0.00539029
DL	1.06282	106	2	3	3	1	1	3	0	1946	26	0	20.7625	0	0
UL	1.07079	107	0	3	1	1	1	1	0	1946	26	0	20.4509 	0	0.00638976
UL	1.0708	107	0	3	2	1	1	2	0	2126	28	0	24.3603 	0	0.00598801
DL	1.07279	107	2	3	1	1	1	1	0	1946	26	0	20.459	0	0.00638976
DL	1.0728	107	2	3	2	1	1	2	0	2126	28	0	24.4162	0	0.00539029
DL	1.07282	107	2	3	3	1	1	3	0	1946	26	0	20.7557	0	0
UL	1.08079	108	0	3	1	1	1	1	0	1946	26	0	20.5907 	0	0.00638976
UL	1.0808	108	0	3	2	1	1	2	0	2126	28	0	24.2449 	0	0.00598801
DL	1.08279	108	2	3	1	1	1	1	0	1946	26	0	20.6493	0	0
DL	1.0828	108	2	3	2	1	1	2	0	2126	28	0	24.1189	0	0.00598801
DL	1.08282	108	2	3	3	1	1	3	0	1946	26	0	20.6092	0	0
UL	1.09079	109	0	3	1	1	1	1	0	1946	26	0	20.6619 	0	0
UL	1.0908	109	0	3	2	1	1	2	0	2126	28	0	23.9885 	0	0.00598801
DL	1.09279	109	2	3	1	1	1	1	0	1946	26	0	20.6074	0	0
DL	1.0928	109	2	3	2	1	1	2	0	2126	28	0	24.0027	0	0.00598801
DL	1.09282	109	2	3	3	1	1	3	0	1946	26	0	21.1489	0	0
UL	1.10079	110	0	3	1	1	1	1	0	1946	26	0	20.5678 	0	0.00638976
UL	1.1008	110	0	3	2	1	1	2	0	2126	28	0	23.8592 	0	0.0184849
DL	1.10279	110	2	3	1	1	1	1	0	1946	26	0	20.4305	0	0.00638976
DL	1.1028	110	2	3	2	1	1	2	0	2126	28	0	24.0847	0	0.00598801
DL	1.10282	110	2	3	3	1	1	3	0	1946	26	0	21.1788	0	0
UL	1.11079	111	0	3	1	1	1	1	0	1946	26	0	20.2932 	0	0.00638976
UL	1.1108	111	0	3	2	1	1	2	0	2038	27	0	24.1046 	0	0
DL	1.11279	111	2	3	1	1	1	1	0	1946	26	0	20.3888	0	0.00638976
DL	1.1128	111	2	3	2	1	1	2	0	2126	28	0	24.1383	0	0.00598801
DL	1.11282	111	2	3	3	1	1	3	0	1946	26	0	21.1257	0	0
UL	1.12079	112	0	3	1	1	1	1	0	1946	26	0	20.5661 	0	0.00638976
UL	1.1208	112	0	3	2	1	1	2	0	2126	28	0	24.3051 	0	0.00598801
DL	1.12279	112	2	3	1	1	1	1	0	1946	26	0	20.6802	0	0
DL	1.1228	112	2	3	2	1	1	2	0	2126	28	0	24.2368	0	0.00598801
DL	1.12282	112	2	3	3	1	1	3	0	1946	26	0	21.217	0	0
UL	1.13079	113	0	3	1	1	1	1	0	1946	26	0	20.7338 	0	0
UL	1.1308	113	0	3	2	1	1	2	0	2126	28	0	24.1766 	0	0.00598801
DL	1.13279	113	2	3	1	1	1	1	0	1946	26	0	20.8165	0	0
DL	1.1328	113	2	3	2	1	1	2	0	2126	28	0	24.229	0	0.00598801
DL	1.13282	113	2	3	3	1	1	3	0	1946	26	0	21.2004	0	0
UL	1.14079	114	0	3	1	1	1	1	0	1946	26	0	20.5748 	0	0.00638976
UL	1.1408	114	0	3	2	1	1	2	0	2126	28	0	24.1759 	0	0.00598801
DL	1.14279	114	2	3	1	1	1	1	0	1946	26	0	20.6532	0	0
DL	1.1428	114	2	3	2	1	1	2	0	2126	28	0	24.2921	0	0.00598801
DL	1.14282	114	2	3	3	1	1	3	0	1946	26	0	21.2109	0	0
UL	1.15079	115	0	3	1	1	1	1	0	1946	26	0	20.7804 	0	0
UL	1.1508	115	0	3	2	1	1	2	0	2126	28	0	24.1436 	0	0.00598801
DL	1.15279	115	2	3	1	1	1	1	0	1946	26	0	20.7652	0	0
DL	1.1528	115	2	3	2	1	1	2	0	2126	28	0	24.235	0	0.00598801
DL	1.15282	115	2	3	3	1	1	3	0	1946	26	0	21.0675	0	0
UL	1.16079	116	0	3	1	1	1	1	0	1946	26	0	20.8431 	0	0
UL	1.1608	116	0	3	2	1	1	2	0	2126	28	0	24.2883 	0	0.00598801
DL	1.16279	116	2	3	1	1	1	1	0	1946	26	0	20.7993	0	0
DL	1.1628	116	2	3	2	1	1	2	0	2126	28	0	24.1806	0	0.00598801
DL	1.16282	116	2	3	3	1	1	3	0	1946	26	0	20.9542	0	0
UL	1.17079	117	0	3	1	1	1	1	0	1946	26	0	20.7178 	0	0
UL	1.1708	117	0	3	2	1	1	2	0	2126	28	0	24.1444 	0	0.00598801
DL	1.17279	117	2	3	1	1	1	1	0	1946	26	0	20.7466	0	0
DL	1.1728	117	2	3	2	1	1	2	0	2126	28	0	24.0943	0	0.00598801
DL	1.17282	117	2	3	3	1	1	3	0	1946	26	0	21.0108	0	0
UL	1.18079	118	0	3	1	1	1	1	0	1946	26	0	21.0218 	0	0
UL	1.1808	118	0	3	2	1	1	2	0	2126	28	0	23.8431 	0	0.0184849
DL	1.18279	118	2	3	1	1	1	1	0	1946	26	0	20.9844	0	0
DL	1.1828	118	2	3	2	1	1	2	0	2126	28	0	23.9327	0	0.0184849
DL	1.18282	118	2	3	3	1	1	3	0	1946	26	0	21.0745	0	0
UL	1.19079	119	0	3	1	1	1	1	0	2038	27	0	20.981 	0	0.005991
UL	1.1908	119	0	3	2	1	1	2	0	2038	27	0	24.0625 	0	0
DL	1.19279	119	2	3	1	1	1	1	0	1946	26	0	20.9944	0	0
DL	1.1928	119	2	3	2	1	1	2	0	1946	26	0	23.9798	0	0
DL	1.19282	119	2	3	3	1	1	3	0	1946	26	0	21.1213	0	0
UL	1.20079	120	0	3	1	1	1	1	0	2038	27	0	21.0148 	0	0.005991
UL	1.2008	120	0	3	2	1	1	2	0	2126	28	0	24.268 	0	0.00598801
DL	1.20279	120	2	3	1	1	1	1	0	1946	26	0	21.0368	0	0
DL	1.2028	120	2	3	2	1	1	2	0	2126	28	0	24.2195	0	0.00598801
DL	1.20282	120	2	3	3	1	1	3	0	1946	26	0	21.012	0	0
UL	1.21079	121	0	3	1	1	1	1	0	2038	27	0	20.836 	0	0.498128
UL	1.2108	121	0	3	2	1	1	2	0	2126	28	0	24.1195 	0	0.00598801
DL	1.21279	121	2	3	1	1	1	1	0	1946	26	0	20.7899	0	0
DL	1.2128	121	2	3	2	1	1	2	0	2126	28	0	24.0673	0	0.00598801
DL	1.21282	121	2	3	3	1	1	3	0	1946	26	0	20.8787	0	0
UL	1.22079	122	0	3	1	1	1	1	0	1946	26	0	21.1094 	0	0
UL	1.2208	122	0	3	2	1	1	2	0	2126	28	0	24.0214 	0	0.00598801
DL	1.22279	122	2	3	1	1	1	1	0	1946	26	0	21.0806	0	0
DL	1.2228	122	2	3	2	1	1	2	0	2126	28	0	24.0265	0	0.00598801
DL	1.22282	122	2	3	3	1	1	3	0	1946	26	0	20.9272	0	0
UL	1.23079	123	0	3	1	1	1	1	0	2038	27	0	20.9917 	0	0.005991
UL	1.2308	123	0	3	2	1	1	2	0	2126	28	0	23.7942 	0	0.0184849
DL	1.23279	123	2	3	1	1	1	1	0	1946	26	0	21.0485	0	0
DL	1.2328	123	2	3	2	1	1	2	0	2126	28	0	23.8321	0	0.0184849
DL	1.23282	123	2	3	3	1	1	3	0	1946	26	0	20.8885	0	0
UL	1.24079	124	0	3	1	1	1	1	0	2038	27	0	20.8134 	1	0.498128
UL	1.2408	124	0	3	2	1	1	2	0	2038	27	0	24.0939 	0	0
UL	1.24154	124	1	2	1	1	1	1	0	2038	27	1	20.8177 	0	0
DL	1.24279	124	2	3	1	1	1	1	0	1946	26	0	20.884	0	0
DL	1.2428	124	2	3	2	1	1	2	0	1946	26	0	24.0103	0	0
DL	1.24282	124	2	3	3	1	1	3	0	1946	26	0	20.9894	0	0
UL	1.25079	125	0	3	1	1	1	1	0	1946	26	0	20.7828 	0	0
UL	1.2508	125	0	3	2	1	1	2	0	2126	28	0	24.2581 	0	0.00598801
DL	1.25279	125	2	3	1	1	1	1	0	1946	26	0	20.8811	0	0
DL	1.2528	125	2	3	2	1	1	2	0	2126	28	0	24.27	0	0.00598801
DL	1.25282	125	2	3	3	1	1	3	0	1946	26	0	20.7799	0	0
UL	1.26079	126	0	3	1	1	1	1	0	1946	26	0	21.2221 	0	0
UL	1.2608	126	0	3	2	1	1	2	0	2126	28	0	24.2225 	0	0.00598801
DL	1.26279	126	2	3	1	1	1	1	0	1946	26	0	21.2055	0	0
DL	1.2628	126	2	3	2	1	1	2	0	2126	28	0	24.2084	0	0.00598801
DL	1.26282	126	2	3	3	1	1	3	0	1946	26	0	20.7815	0	0
UL	1.27079	127	0	3	1	1	1	1	0	2038	27	0	21.1939 	0	0.005991
UL	1.2708	127	0	3	2	1	1	2	0	2126	28	0	24.0542 	0	0.00598801
DL	1.27279	127	2	3	1	1	1	1	0	1946	26	0	21.2774	0	0
DL	1.2728	127	2	3	2	1	1	2	0	2126	28	0	24.0942	0	0.00598801
DL	1.27282	127	2	3	3	1	1	3	0	1946	26	0	20.9402	0	0
UL	1.28079	128	0	3	1	1	1	1	0	2038	27	0	21.476 	0	0
UL	1.2808	128	0	3	2	1	1	2	0	2126	28	0	24.3077 	0	0.00598801
DL	1.28279	128	2	3	1	1	1	1	0	1946	26	0	21.4591	0	0
DL	1.2828	128	2	3	2	1	1	2	0	2126	28	0	24.4227	0	0.00539029
DL	1.28282	128	2	3	3	1	1	3	0	1946	26	0	21.407	0	0
UL	1.29079	129	0	3	1	1	1	1	0	2038	27	0	21.455 	0	0
UL	1.2908	129	0	3	2	1	1	2	0	2126	28	0	24.3471 	0	0.00598801
DL	1.29279	129	2	3	1	1	1	1	0	1946	26	0	21.4542	0	0
DL	1.2928	129	2	3	2	1	1	2	0	2126	28	0	24.4225	0	0.00539029
DL	1.29282	129	2	3	3	1	1	3	0	1946	26	0	21.2489	0	0
UL	1.30079	130	0	3	1	1	1	1	0	2038	27	0	21.5282 	0	0
