DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	30.2028	3020	2	3	2	1	1	3	0	1946	26	0	22.8675	0	0
DL	30.2028	3020	2	3	3	1	1	1	0	2126	28	0	26.9524	0	0
UL	30.2108	3021	0	3	1	1	1	2	0	2038	27	0	21.186 	0	0.005991
UL	30.2108	3021	0	3	2	1	1	1	0	2126	28	0	27.0692 	0	0
DL	30.2128	3021	2	3	1	1	1	2	0	1946	26	0	21.4756	0	0
DL	30.2128	3021	2	3	2	1	1	3	0	1946	26	0	23.1348	0	0
DL	30.2128	3021	2	3	3	1	1	1	0	2126	28	0	27.0343	0	0
UL	30.2208	3022	0	3	1	1	1	2	0	2038	27	0	21.442 	0	0
UL	30.2208	3022	0	3	2	1	1	1	0	2126	28	0	26.9938 	0	0
DL	30.2228	3022	2	3	1	1	1	2	0	1946	26	0	21.3803	0	0
DL	30.2228	3022	2	3	2	1	1	3	0	1946	26	0	23.2775	0	0
DL	30.2228	3022	2	3	3	1	1	1	0	2126	28	0	26.9565	0	0
UL	30.2308	3023	0	3	1	1	1	2	0	2038	27	0	21.2047 	0	0.005991
UL	30.2308	3023	0	3	2	1	1	1	0	2126	28	0	27.0178 	0	0
DL	30.2328	3023	2	3	1	1	1	2	0	1946	26	0	21.3162	0	0
DL	30.2328	3023	2	3	2	1	1	3	0	1946	26	0	23.2299	0	0
DL	30.2328	3023	2	3	3	1	1	1	0	2126	28	0	26.8552	0	0
UL	30.2408	3024	0	3	1	1	1	2	0	2038	27	0	21.4843 	0	0
UL	30.2408	3024	0	3	2	1	1	1	0	2126	28	0	26.8573 	0	0
DL	30.2428	3024	2	3	1	1	1	2	0	1946	26	0	21.5431	0	0
DL	30.2428	3024	2	3	2	1	1	3	0	1946	26	0	22.8431	0	0
DL	30.2428	3024	2	3	3	1	1	1	0	2126	28	0	26.8223	0	0
UL	30.2508	3025	0	3	1	1	1	2	0	2038	27	0	21.6436 	0	0
UL	30.2508	3025	0	3	2	1	1	1	0	2126	28	0	26.7496 	0	0
DL	30.2528	3025	2	3	1	1	1	2	0	1946	26	0	21.8426	0	0
DL	30.2528	3025	2	3	2	1	1	3	0	1946	26	0	23.1282	0	0
DL	30.2528	3025	2	3	3	1	1	1	0	2126	28	0	26.6962	0	0
UL	30.2608	3026	0	3	1	1	1	2	0	2038	27	0	21.9546 	0	0
UL	30.2608	3026	0	3	2	1	1	1	0	2126	28	0	26.556 	0	0
DL	30.2628	3026	2	3	1	1	1	2	0	1946	26	0	22.0104	0	0
DL	30.2628	3026	2	3	2	1	1	3	0	1946	26	0	23.2481	0	0
DL	30.2628	3026	2	3	3	1	1	1	0	2126	28	0	26.5446	0	0
UL	30.2708	3027	0	3	1	1	1	2	0	2038	27	0	21.8886 	0	0
UL	30.2708	3027	0	3	2	1	1	1	0	2126	28	0	26.6448 	0	0
DL	30.2728	3027	2	3	1	1	1	2	0	1946	26	0	21.7464	0	0
DL	30.2728	3027	2	3	2	1	1	3	0	1946	26	0	22.9631	0	0
DL	30.2728	3027	2	3	3	1	1	1	0	2126	28	0	26.7484	0	0
UL	30.2808	3028	0	3	1	1	1	2	0	2038	27	0	21.9829 	0	0
UL	30.2808	3028	0	3	2	1	1	1	0	2126	28	0	26.7061 	0	0
DL	30.2828	3028	2	3	1	1	1	2	0	1946	26	0	21.9111	0	0
DL	30.2828	3028	2	3	2	1	1	3	0	1946	26	0	22.9413	0	0
DL	30.2828	3028	2	3	3	1	1	1	0	2126	28	0	26.7037	0	0
UL	30.2908	3029	0	3	1	1	1	2	0	2038	27	0	21.8466 	0	0
UL	30.2908	3029	0	3	2	1	1	1	0	2126	28	0	26.594 	0	0
DL	30.2928	3029	2	3	1	1	1	2	0	1946	26	0	21.7752	0	0
DL	30.2928	3029	2	3	2	1	1	3	0	1946	26	0	22.8105	0	0
DL	30.2928	3029	2	3	3	1	1	1	0	2126	28	0	26.5719	0	0
UL	30.3008	3030	0	3	1	1	1	2	0	2038	27	0	21.8494 	0	0
UL	30.3008	3030	0	3	2	1	1	1	0	2126	28	0	26.6314 	0	0
DL	30.3028	3030	2	3	1	1	1	2	0	1946	26	0	22.0616	0	0
DL	30.3028	3030	2	3	2	1	1	3	0	1946	26	0	22.7592	0	0
DL	30.3028	3030	2	3	3	1	1	1	0	2126	28	0	26.6182	0	0
UL	30.3108	3031	0	3	1	1	1	2	0	2038	27	0	22.0166 	0	0
UL	30.3108	3031	0	3	2	1	1	1	0	2126	28	0	26.61 	0	0
DL	30.3128	3031	2	3	1	1	1	2	0	1946	26	0	22.0538	0	0
DL	30.3128	3031	2	3	2	1	1	3	0	1946	26	0	22.7552	0	0
DL	30.3128	3031	2	3	3	1	1	1	0	2126	28	0	26.5451	0	0
UL	30.3208	3032	0	3	1	1	1	2	0	2038	27	0	21.9739 	0	0
UL	30.3208	3032	0	3	2	1	1	1	0	2126	28	0	26.4868 	0	0
DL	30.3228	3032	2	3	1	1	1	2	0	1946	26	0	21.9216	0	0
DL	30.3228	3032	2	3	2	1	1	3	0	1946	26	0	22.8029	0	0
DL	30.3228	3032	2	3	3	1	1	1	0	2126	28	0	26.5233	0	0
UL	30.3308	3033	0	3	1	1	1	2	0	2038	27	0	22.2348 	0	0
UL	30.3308	3033	0	3	2	1	1	1	0	2126	28	0	26.6198 	0	0
DL	30.3328	3033	2	3	1	1	1	2	0	1946	26	0	22.0908	0	0
DL	30.3328	3033	2	3	2	1	1	3	0	1946	26	0	22.8611	0	0
DL	30.3328	3033	2	3	3	1	1	1	0	2126	28	0	26.6735	0	0
UL	30.3408	3034	0	3	1	1	1	2	0	2038	27	0	21.9426 	0	0
UL	30.3408	3034	0	3	2	1	1	1	0	2126	28	0	26.6032 	0	0
DL	30.3428	3034	2	3	1	1	1	2	0	1946	26	0	22.2306	0	0
DL	30.3428	3034	2	3	2	1	1	3	0	1946	26	0	22.7727	0	0
DL	30.3428	3034	2	3	3	1	1	1	0	2126	28	0	26.5755	0	0
UL	30.3508	3035	0	3	1	1	1	2	0	2038	27	0	22.3291 	0	0
UL	30.3508	3035	0	3	2	1	1	1	0	2126	28	0	26.5623 	0	0
DL	30.3528	3035	2	3	1	1	1	2	0	1946	26	0	22.3786	0	0
DL	30.3528	3035	2	3	2	1	1	3	0	1946	26	0	22.5871	0	0
DL	30.3528	3035	2	3	3	1	1	1	0	2126	28	0	26.3856	0	0
UL	30.3608	3036	0	3	1	1	1	2	0	2038	27	0	22.2155 	0	0
UL	30.3608	3036	0	3	2	1	1	1	0	2126	28	0	26.2831 	0	0
DL	30.3628	3036	2	3	1	1	1	2	0	1946	26	0	22.0598	0	0
DL	30.3628	3036	2	3	2	1	1	3	0	1946	26	0	22.8221	0	0
DL	30.3628	3036	2	3	3	1	1	1	0	2126	28	0	26.2946	0	0
UL	30.3708	3037	0	3	1	1	1	2	0	2038	27	0	21.9898 	0	0
UL	30.3708	3037	0	3	2	1	1	1	0	2126	28	0	26.286 	0	0
DL	30.3728	3037	2	3	1	1	1	2	0	1946	26	0	21.8024	0	0
DL	30.3728	3037	2	3	2	1	1	3	0	1946	26	0	22.7516	0	0
DL	30.3728	3037	2	3	3	1	1	1	0	2126	28	0	26.1945	0	0
UL	30.3808	3038	0	3	1	1	1	2	0	2038	27	0	21.7389 	0	0
UL	30.3808	3038	0	3	2	1	1	1	0	2126	28	0	26.2401 	0	0
DL	30.3828	3038	2	3	1	1	1	2	0	1946	26	0	21.7552	0	0
DL	30.3828	3038	2	3	2	1	1	3	0	1946	26	0	22.5373	0	0
DL	30.3828	3038	2	3	3	1	1	1	0	2126	28	0	26.1599	0	0.00179892
UL	30.3908	3039	0	3	1	1	1	2	0	2038	27	0	21.5625 	0	0
UL	30.3908	3039	0	3	2	1	1	1	0	2126	28	0	26.0767 	0	0.00179892
DL	30.3928	3039	2	3	1	1	1	2	0	1946	26	0	21.3961	0	0
DL	30.3928	3039	2	3	2	1	1	3	0	1946	26	0	22.4952	0	0
DL	30.3928	3039	2	3	3	1	1	1	0	2126	28	0	26.0591	0	0.00179892
UL	30.4008	3040	0	3	1	1	1	2	0	2038	27	0	21.1171 	0	0.005991
UL	30.4008	3040	0	3	2	1	1	1	0	2126	28	0	25.9657 	0	0.00179892
DL	30.4028	3040	2	3	1	1	1	2	0	1946	26	0	21.2341	0	0
DL	30.4028	3040	2	3	2	1	1	3	0	1946	26	0	22.6369	0	0
DL	30.4028	3040	2	3	3	1	1	1	0	2126	28	0	26.0413	0	0.00179892
UL	30.4108	3041	0	3	1	1	1	2	0	2038	27	0	21.0802 	0	0.005991
UL	30.4108	3041	0	3	2	1	1	1	0	2126	28	0	26.2303 	0	0
DL	30.4128	3041	2	3	1	1	1	2	0	1946	26	0	20.8876	0	0
DL	30.4128	3041	2	3	2	1	1	3	0	1946	26	0	22.604	0	0
DL	30.4128	3041	2	3	3	1	1	1	0	2126	28	0	26.2984	0	0
UL	30.4208	3042	0	3	1	1	1	2	0	2038	27	0	20.9474 	0	0.005991
UL	30.4208	3042	0	3	2	1	1	1	0	2126	28	0	26.0505 	0	0.00179892
DL	30.4228	3042	2	3	1	1	1	2	0	1946	26	0	21.0389	0	0
DL	30.4228	3042	2	3	2	1	1	3	0	1946	26	0	22.671	0	0
DL	30.4228	3042	2	3	3	1	1	1	0	2126	28	0	26.0603	0	0.00179892
UL	30.4308	3043	0	3	1	1	1	2	0	2038	27	0	20.9941 	0	0.005991
UL	30.4308	3043	0	3	2	1	1	1	0	2126	28	0	26.1188 	0	0.00179892
DL	30.4328	3043	2	3	1	1	1	2	0	1946	26	0	20.9057	0	0
DL	30.4328	3043	2	3	2	1	1	3	0	1946	26	0	22.7124	0	0
DL	30.4328	3043	2	3	3	1	1	1	0	2126	28	0	26.1117	0	0.00179892
UL	30.4408	3044	0	3	1	1	1	2	0	2038	27	0	20.8944 	0	0.498128
UL	30.4408	3044	0	3	2	1	1	1	0	2126	28	0	25.9994 	0	0.00179892
DL	30.4428	3044	2	3	1	1	1	2	0	1946	26	0	20.9992	0	0
DL	30.4428	3044	2	3	2	1	1	3	0	1946	26	0	22.9089	0	0
DL	30.4428	3044	2	3	3	1	1	1	0	2126	28	0	25.9699	0	0.00179892
UL	30.4508	3045	0	3	1	1	1	2	0	1946	26	0	20.9958 	0	0
UL	30.4508	3045	0	3	2	1	1	1	0	2126	28	0	25.8873 	0	0.00179892
DL	30.4528	3045	2	3	1	1	1	2	0	1946	26	0	20.8794	0	0
DL	30.4528	3045	2	3	2	1	1	3	0	1946	26	0	23.0618	0	0
DL	30.4528	3045	2	3	3	1	1	1	0	2126	28	0	25.8916	0	0.00179892
UL	30.4608	3046	0	3	1	1	1	2	0	2038	27	0	20.7741 	0	0.498128
UL	30.4608	3046	0	3	2	1	1	1	0	2126	28	0	25.9914 	0	0.00179892
DL	30.4628	3046	2	3	1	1	1	2	0	1946	26	0	20.7057	0	0
DL	30.4628	3046	2	3	2	1	1	3	0	1946	26	0	23.2202	0	0
DL	30.4628	3046	2	3	3	1	1	1	0	2126	28	0	25.9223	0	0.00179892
UL	30.4708	3047	0	3	1	1	1	2	0	1946	26	0	20.6627 	0	0
UL	30.4708	3047	0	3	2	1	1	1	0	2126	28	0	25.7511 	0	0.00179892
DL	30.4728	3047	2	3	1	1	1	2	0	1946	26	0	20.6964	0	0
DL	30.4728	3047	2	3	2	1	1	3	0	1946	26	0	23.414	0	0
DL	30.4728	3047	2	3	3	1	1	1	0	2126	28	0	25.6651	0	0.00209853
UL	30.4808	3048	0	3	1	1	1	2	0	1946	26	0	20.891 	0	0
UL	30.4808	3048	0	3	2	1	1	1	0	2126	28	0	25.7615 	0	0.00179892
DL	30.4828	3048	2	3	1	1	1	2	0	1946	26	0	20.9469	0	0
DL	30.4828	3048	2	3	2	1	1	3	0	1946	26	0	23.2803	0	0
DL	30.4828	3048	2	3	3	1	1	1	0	2126	28	0	25.7725	0	0.00179892
UL	30.4908	3049	0	3	1	1	1	2	0	1946	26	0	20.9332 	0	0
UL	30.4908	3049	0	3	2	1	1	1	0	2126	28	0	25.7016 	0	0.00209853
DL	30.4928	3049	2	3	1	1	1	2	0	1946	26	0	20.7877	0	0
DL	30.4928	3049	2	3	2	1	1	3	0	1946	26	0	23.2059	0	0
DL	30.4928	3049	2	3	3	1	1	1	0	2126	28	0	25.658	0	0.00209853
UL	30.5008	3050	0	3	1	1	1	2	0	2038	27	0	20.7546 	1	0.498128
UL	30.5008	3050	0	3	2	1	1	1	0	2126	28	0	25.7813 	0	0.00179892
UL	30.5015	3050	1	2	1	1	1	2	0	2038	27	1	20.6839 	0	0
DL	30.5028	3050	2	3	1	1	1	2	0	1946	26	0	20.6298	0	0
DL	30.5028	3050	2	3	2	1	1	3	0	1946	26	0	23.2993	0	0
DL	30.5028	3050	2	3	3	1	1	1	0	2126	28	0	25.8424	0	0.00179892
UL	30.5108	3051	0	3	1	1	1	2	0	1946	26	0	20.3096 	0	0.00638976
UL	30.5108	3051	0	3	2	1	1	1	0	2126	28	0	25.7063 	0	0.00209853
DL	30.5128	3051	2	3	1	1	1	2	0	1946	26	0	20.3492	0	0.00638976
DL	30.5128	3051	2	3	2	1	1	3	0	1946	26	0	23.3643	0	0
DL	30.5128	3051	2	3	3	1	1	1	0	2126	28	0	25.637	0	0.00209853
UL	30.5208	3052	0	3	1	1	1	2	0	1946	26	0	20.4499 	0	0.00638976
UL	30.5208	3052	0	3	2	1	1	1	0	2126	28	0	25.4728 	0	0.00209853
DL	30.5228	3052	2	3	1	1	1	2	0	1946	26	0	20.2947	0	0.00638976
DL	30.5228	3052	2	3	2	1	1	3	0	1946	26	0	23.1455	0	0
DL	30.5228	3052	2	3	3	1	1	1	0	2126	28	0	25.3826	0	0.00209853
UL	30.5308	3053	0	3	1	1	1	2	0	1946	26	0	20.245 	0	0.00638976
UL	30.5308	3053	0	3	2	1	1	1	0	2126	28	0	25.4011 	0	0.00209853
DL	30.5328	3053	2	3	1	1	1	2	0	1946	26	0	20.2912	0	0.00638976
DL	30.5328	3053	2	3	2	1	1	3	0	1946	26	0	23.1819	0	0
DL	30.5328	3053	2	3	3	1	1	1	0	2126	28	0	25.3586	0	0.00209853
UL	30.5408	3054	0	3	1	1	1	2	0	1946	26	0	20.092 	0	0.00638976
UL	30.5408	3054	0	3	2	1	1	1	0	2126	28	0	25.3425 	0	0.00209853
DL	30.5428	3054	2	3	1	1	1	2	0	1946	26	0	20.0768	0	0.00638976
DL	30.5428	3054	2	3	2	1	1	3	0	1946	26	0	23.179	0	0
DL	30.5428	3054	2	3	3	1	1	1	0	2126	28	0	25.3083	0	0.00209853
UL	30.5508	3055	0	3	1	1	1	2	0	1946	26	0	20.5282 	0	0.00638976
UL	30.5508	3055	0	3	2	1	1	1	0	2126	28	0	25.5008 	0	0.00209853
DL	30.5528	3055	2	3	1	1	1	2	0	1946	26	0	20.5505	0	0.00638976
DL	30.5528	3055	2	3	2	1	1	3	0	1946	26	0	23.3648	0	0
DL	30.5528	3055	2	3	3	1	1	1	0	2126	28	0	25.4531	0	0.00209853
UL	30.5608	3056	0	3	1	1	1	2	0	1946	26	0	20.572 	0	0.00638976
UL	30.5608	3056	0	3	2	1	1	1	0	2126	28	0	25.3072 	0	0.00209853
DL	30.5628	3056	2	3	1	1	1	2	0	1946	26	0	20.5244	0	0.00638976
DL	30.5628	3056	2	3	2	1	1	3	0	1946	26	0	23.2553	0	0
DL	30.5628	3056	2	3	3	1	1	1	0	2126	28	0	25.3331	0	0.00209853
UL	30.5708	3057	0	3	1	1	1	2	0	1946	26	0	20.652 	0	0
UL	30.5708	3057	0	3	2	1	1	1	0	2126	28	0	25.3563 	0	0.00209853
DL	30.5728	3057	2	3	1	1	1	2	0	1946	26	0	20.6797	0	0
DL	30.5728	3057	2	3	2	1	1	3	0	1946	26	0	23.3275	0	0
DL	30.5728	3057	2	3	3	1	1	1	0	2126	28	0	25.3936	0	0.00209853
UL	30.5808	3058	0	3	1	1	1	2	0	1946	26	0	20.8725 	0	0
UL	30.5808	3058	0	3	2	1	1	1	0	2126	28	0	25.7194 	0	0.00209853
DL	30.5828	3058	2	3	1	1	1	2	0	1946	26	0	20.8062	0	0
DL	30.5828	3058	2	3	2	1	1	3	0	1946	26	0	23.2351	0	0
DL	30.5828	3058	2	3	3	1	1	1	0	2126	28	0	25.6529	0	0.00209853
UL	30.5908	3059	0	3	1	1	1	2	0	1946	26	0	20.6758 	0	0
UL	30.5908	3059	0	3	2	1	1	1	0	2126	28	0	25.6587 	0	0.00209853
DL	30.5928	3059	2	3	1	1	1	2	0	1946	26	0	20.7797	0	0
DL	30.5928	3059	2	3	2	1	1	3	0	1946	26	0	23.5588	0	0
DL	30.5928	3059	2	3	3	1	1	1	0	2126	28	0	25.6427	0	0.00209853
UL	30.6008	3060	0	3	1	1	1	2	0	1946	26	0	20.612 	0	0
UL	30.6008	3060	0	3	2	1	1	1	0	2126	28	0	25.4155 	0	0.00209853
DL	30.6028	3060	2	3	1	1	1	2	0	1946	26	0	20.6849	0	0
DL	30.6028	3060	2	3	2	1	1	3	0	1946	26	0	23.1705	0	0
DL	30.6028	3060	2	3	3	1	1	1	0	2126	28	0	25.43	0	0.00209853
UL	30.6108	3061	0	3	1	1	1	2	0	1946	26	0	20.5811 	0	0.00638976
UL	30.6108	3061	0	3	2	1	1	1	0	2126	28	0	25.4422 	0	0.00209853
DL	30.6128	3061	2	3	1	1	1	2	0	1946	26	0	20.6481	0	0
DL	30.6128	3061	2	3	2	1	1	3	0	1946	26	0	23.3185	0	0
DL	30.6128	3061	2	3	3	1	1	1	0	2126	28	0	25.4738	0	0.00209853
UL	30.6208	3062	0	3	1	1	1	2	0	1946	26	0	20.7983 	0	0
UL	30.6208	3062	0	3	2	1	1	1	0	2126	28	0	25.3351 	0	0.00209853
DL	30.6228	3062	2	3	1	1	1	2	0	1946	26	0	20.8014	0	0
DL	30.6228	3062	2	3	2	1	1	3	0	1946	26	0	23.1598	0	0
DL	30.6228	3062	2	3	3	1	1	1	0	2126	28	0	25.3503	0	0.00209853
UL	30.6308	3063	0	3	1	1	1	2	0	1946	26	0	20.9032 	0	0
UL	30.6308	3063	0	3	2	1	1	1	0	2126	28	0	25.4717 	0	0.00209853
DL	30.6328	3063	2	3	1	1	1	2	0	1946	26	0	20.7587	0	0
DL	30.6328	3063	2	3	2	1	1	3	0	1946	26	0	23.0473	0	0
DL	30.6328	3063	2	3	3	1	1	1	0	2126	28	0	25.5949	0	0.00209853
UL	30.6408	3064	0	3	1	1	1	2	0	2038	27	0	20.7487 	1	0.498128
UL	30.6408	3064	0	3	2	1	1	1	0	2126	28	0	25.5345 	0	0.00209853
UL	30.6415	3064	1	2	1	1	1	2	0	2038	27	1	20.7118 	0	0
DL	30.6428	3064	2	3	1	1	1	2	0	1946	26	0	20.6558	0	0
DL	30.6428	3064	2	3	2	1	1	3	0	1946	26	0	23.2791	0	0
DL	30.6428	3064	2	3	3	1	1	1	0	2126	28	0	25.4863	0	0.00209853
UL	30.6508	3065	0	3	1	1	1	2	0	1946	26	0	20.5208 	0	0.00638976
UL	30.6508	3065	0	3	2	1	1	1	0	2126	28	0	25.4737 	0	0.00209853
DL	30.6528	3065	2	3	1	1	1	2	0	1946	26	0	20.5107	0	0.00638976
DL	30.6528	3065	2	3	2	1	1	3	0	1946	26	0	23.1879	0	0
DL	30.6528	3065	2	3	3	1	1	1	0	2126	28	0	25.4282	0	0.00209853
UL	30.6608	3066	0	3	1	1	1	2	0	1946	26	0	20.8601 	0	0
UL	30.6608	3066	0	3	2	1	1	1	0	2126	28	0	25.3894 	0	0.00209853
DL	30.6628	3066	2	3	1	1	1	2	0	1946	26	0	20.8024	0	0
DL	30.6628	3066	2	3	2	1	1	3	0	1946	26	0	23.2643	0	0
DL	30.6628	3066	2	3	3	1	1	1	0	2126	28	0	25.4044	0	0.00209853
UL	30.6708	3067	0	3	1	1	1	2	0	1946	26	0	20.697 	0	0
UL	30.6708	3067	0	3	2	1	1	1	0	2126	28	0	25.7646 	0	0.00179892
DL	30.6728	3067	2	3	1	1	1	2	0	1946	26	0	20.5122	0	0.00638976
DL	30.6728	3067	2	3	2	1	1	3	0	1946	26	0	22.9189	0	0
DL	30.6728	3067	2	3	3	1	1	1	0	2126	28	0	25.708	0	0.00209853
UL	30.6808	3068	0	3	1	1	1	2	0	1946	26	0	20.5133 	0	0.00638976
UL	30.6808	3068	0	3	2	1	1	1	0	2126	28	0	25.7359 	0	0.00179892
DL	30.6828	3068	2	3	1	1	1	2	0	1946	26	0	20.5432	0	0.00638976
DL	30.6828	3068	2	3	2	1	1	3	0	1946	26	0	22.9153	0	0
DL	30.6828	3068	2	3	3	1	1	1	0	2126	28	0	25.8147	0	0.00179892
UL	30.6908	3069	0	3	1	1	1	2	0	1946	26	0	20.5313 	0	0.00638976
UL	30.6908	3069	0	3	2	1	1	1	0	2126	28	0	26.0096 	0	0.00179892
DL	30.6928	3069	2	3	1	1	1	2	0	1946	26	0	20.4672	0	0.00638976
DL	30.6928	3069	2	3	2	1	1	3	0	1946	26	0	23.0204	0	0
DL	30.6928	3069	2	3	3	1	1	1	0	2126	28	0	25.938	0	0.00179892
UL	30.7008	3070	0	3	1	1	1	2	0	1946	26	0	20.3478 	0	0.00638976
UL	30.7008	3070	0	3	2	1	1	1	0	2126	28	0	25.7921 	0	0.00179892
DL	30.7028	3070	2	3	1	1	1	2	0	1946	26	0	20.3576	0	0.00638976
DL	30.7028	3070	2	3	2	1	1	3	0	1946	26	0	22.9855	0	0
DL	30.7028	3070	2	3	3	1	1	1	0	2126	28	0	25.8753	0	0.00179892
UL	30.7108	3071	0	3	1	1	1	2	0	1946	26	0	20.4496 	0	0.00638976
UL	30.7108	3071	0	3	2	1	1	1	0	2126	28	0	25.7647 	0	0.00179892
DL	30.7128	3071	2	3	1	1	1	2	0	1946	26	0	20.2579	0	0.00638976
DL	30.7128	3071	2	3	2	1	1	3	0	1946	26	0	22.9151	0	0
DL	30.7128	3071	2	3	3	1	1	1	0	2126	28	0	25.8058	0	0.00179892
UL	30.7208	3072	0	3	1	1	1	2	0	1946	26	0	20.4006 	0	0.00638976
UL	30.7208	3072	0	3	2	1	1	1	0	2126	28	0	25.6788 	0	0.00209853
DL	30.7228	3072	2	3	1	1	1	2	0	1946	26	0	20.3952	0	0.00638976
DL	30.7228	3072	2	3	2	1	1	3	0	1946	26	0	22.7254	0	0
DL	30.7228	3072	2	3	3	1	1	1	0	2126	28	0	25.6145	0	0.00209853
UL	30.7308	3073	0	3	1	1	1	2	0	1946	26	0	20.6581 	0	0
UL	30.7308	3073	0	3	2	1	1	1	0	2126	28	0	25.7944 	0	0.00179892
DL	30.7328	3073	2	3	1	1	1	2	0	1946	26	0	20.7835	0	0
DL	30.7328	3073	2	3	2	1	1	3	0	1946	26	0	22.804	0	0
DL	30.7328	3073	2	3	3	1	1	1	0	2126	28	0	25.8794	0	0.00179892
UL	30.7408	3074	0	3	1	1	1	2	0	1946	26	0	20.7454 	0	0
UL	30.7408	3074	0	3	2	1	1	1	0	2126	28	0	25.9885 	0	0.00179892
DL	30.7428	3074	2	3	1	1	1	2	0	1946	26	0	20.6807	0	0
DL	30.7428	3074	2	3	2	1	1	3	0	1946	26	0	22.8532	0	0
DL	30.7428	3074	2	3	3	1	1	1	0	2126	28	0	25.9586	0	0.00179892
UL	30.7508	3075	0	3	1	1	1	2	0	1946	26	0	20.4617 	0	0.00638976
UL	30.7508	3075	0	3	2	1	1	1	0	2126	28	0	26.0395 	0	0.00179892
DL	30.7528	3075	2	3	1	1	1	2	0	1946	26	0	20.3582	0	0.00638976
DL	30.7528	3075	2	3	2	1	1	3	0	1946	26	0	22.8687	0	0
DL	30.7528	3075	2	3	3	1	1	1	0	2126	28	0	26.0462	0	0.00179892
UL	30.7608	3076	0	3	1	1	1	2	0	1946	26	0	20.1516 	0	0.00638976
UL	30.7608	3076	0	3	2	1	1	1	0	2126	28	0	26.0987 	0	0.00179892
DL	30.7628	3076	2	3	1	1	1	2	0	1946	26	0	20.2658	0	0.00638976
DL	30.7628	3076	2	3	2	1	1	3	0	1946	26	0	22.9036	0	0
DL	30.7628	3076	2	3	3	1	1	1	0	2126	28	0	26.1405	0	0.00179892
UL	30.7708	3077	0	3	1	1	1	2	0	1946	26	0	20.3409 	0	0.00638976
UL	30.7708	3077	0	3	2	1	1	1	0	2126	28	0	26.1313 	0	0.00179892
DL	30.7728	3077	2	3	1	1	1	2	0	1946	26	0	20.4418	0	0.00638976
DL	30.7728	3077	2	3	2	1	1	3	0	1946	26	0	22.7968	0	0
DL	30.7728	3077	2	3	3	1	1	1	0	2126	28	0	26.2478	0	0
UL	30.7808	3078	0	3	1	1	1	2	0	1946	26	0	20.1426 	0	0.00638976
UL	30.7808	3078	0	3	2	1	1	1	0	2126	28	0	26.3645 	0	0
DL	30.7828	3078	2	3	1	1	1	2	0	1946	26	0	20.0859	0	0.00638976
DL	30.7828	3078	2	3	2	1	1	3	0	1946	26	0	22.8022	0	0
DL	30.7828	3078	2	3	3	1	1	1	0	2126	28	0	26.4182	0	0
UL	30.7908	3079	0	3	1	1	1	2	0	1946	26	0	20.0267 	0	0.00638976
UL	30.7908	3079	0	3	2	1	1	1	0	2126	28	0	26.2593 	0	0
DL	30.7928	3079	2	3	1	1	1	2	0	1946	26	0	19.965	0	0.00638976
DL	30.7928	3079	2	3	2	1	1	3	0	1946	26	0	22.9043	0	0
DL	30.7928	3079	2	3	3	1	1	1	0	2126	28	0	26.2626	0	0
UL	30.8008	3080	0	3	1	1	1	2	0	1946	26	0	20.0846 	0	0.00638976
UL	30.8008	3080	0	3	2	1	1	1	0	2126	28	0	26.3193 	0	0
DL	30.8028	3080	2	3	1	1	1	2	0	1946	26	0	19.9386	1	0.00638976
DL	30.8028	3080	2	3	2	1	1	3	0	1946	26	0	22.9809	0	0
DL	30.8028	3080	2	3	3	1	1	1	0	2126	28	0	26.2315	0	0
DL	30.8035	3080	3	2	1	1	1	2	0	1946	26	1	20.1005	0	0
DL	30.8036	3080	3	2	2	1	1	2	0	1946	26	2	20.1049	0	0.00638976
UL	30.8108	3081	0	3	1	1	1	2	0	1946	26	0	19.9386 	0	0.00638976
UL	30.8108	3081	0	3	2	1	1	1	0	2126	28	0	26.2619 	0	0
DL	30.8128	3081	2	3	1	1	1	2	0	1946	26	0	19.9956	0	0.00638976
DL	30.8128	3081	2	3	2	1	1	3	0	1946	26	0	22.9124	0	0
DL	30.8128	3081	2	3	3	1	1	1	0	2126	28	0	26.4694	0	0
UL	30.8208	3082	0	3	1	1	1	2	0	1946	26	0	19.8428 	1	0.354857
UL	30.8208	3082	0	3	2	1	1	1	0	2126	28	0	26.4927 	0	0
UL	30.8215	3082	1	2	1	1	1	2	0	1946	26	1	19.9856 	0	0
DL	30.8228	3082	2	3	1	1	1	2	0	1946	26	0	19.9422	0	0.00638976
DL	30.8228	3082	2	3	2	1	1	3	0	1946	26	0	22.9672	0	0
DL	30.8228	3082	2	3	3	1	1	1	0	2126	28	0	26.5452	0	0
UL	30.8308	3083	0	3	1	1	1	2	0	1831	25	0	19.9633 	0	0
UL	30.8308	3083	0	3	2	1	1	1	0	2126	28	0	26.5586 	0	0
DL	30.8328	3083	2	3	1	1	1	2	0	1946	26	0	20.087	0	0.00638976
DL	30.8328	3083	2	3	2	1	1	3	0	1946	26	0	22.9243	0	0
DL	30.8328	3083	2	3	3	1	1	1	0	2126	28	0	26.5053	0	0
UL	30.8408	3084	0	3	1	1	1	2	0	1946	26	0	20.1768 	0	0.00638976
UL	30.8408	3084	0	3	2	1	1	1	0	2126	28	0	26.5057 	0	0
